,Survived,Pclass,Sex,Age,Fare,Family_cnt,cabin_ind,Level
447,1,1,0,34.0,26.55,0,0,9
448,1,3,1,5.0,19.2583,3,0,9
449,1,1,0,52.0,30.5,0,1,3
450,0,2,0,36.0,27.75,3,0,9
451,0,3,0,29.69911764705882,19.9667,1,0,9
452,0,1,0,30.0,27.75,0,1,3
453,1,1,0,49.0,89.1042,1,1,3
454,0,3,0,29.69911764705882,8.05,0,0,9
455,1,3,0,29.0,7.8958,0,0,9
456,0,1,0,65.0,26.55,0,1,5
457,1,1,1,29.69911764705882,51.8625,1,1,4
458,1,2,1,50.0,10.5,0,0,9
459,0,3,0,29.69911764705882,7.75,0,0,9
460,1,1,0,48.0,26.55,0,1,5
461,0,3,0,34.0,8.05,0,0,9
462,0,1,0,47.0,38.5,0,1,5
463,0,2,0,48.0,13.0,0,0,9
464,0,3,0,29.69911764705882,8.05,0,0,9
465,0,3,0,38.0,7.05,0,0,9
466,0,2,0,29.69911764705882,0.0,0,0,9
467,0,1,0,56.0,26.55,0,0,9
468,0,3,0,29.69911764705882,7.725,0,0,9
469,1,3,1,0.75,19.2583,3,0,9
470,0,3,0,29.69911764705882,7.25,0,0,9
471,0,3,0,38.0,8.6625,0,0,9
472,1,2,1,33.0,27.75,3,0,9
473,1,2,1,23.0,13.7917,0,1,4
474,0,3,1,22.0,9.8375,0,0,9
475,0,1,0,29.69911764705882,52.0,0,1,1
476,0,2,0,34.0,21.0,1,0,9
477,0,3,0,29.0,7.0458,1,0,9
478,0,3,0,22.0,7.5208,0,0,9
479,1,3,1,2.0,12.2875,1,0,9
480,0,3,0,9.0,46.9,7,0,9
481,0,2,0,29.69911764705882,0.0,0,0,9
482,0,3,0,50.0,8.05,0,0,9
483,1,3,1,63.0,9.5875,0,0,9
484,1,1,0,25.0,91.0792,1,1,2
485,0,3,1,29.69911764705882,25.4667,4,0,9
486,1,1,1,35.0,90.0,1,1,3
487,0,1,0,58.0,29.7,0,1,2
488,0,3,0,30.0,8.05,0,0,9
489,1,3,0,9.0,15.9,2,0,9
490,0,3,0,29.69911764705882,19.9667,1,0,9
491,0,3,0,21.0,7.25,0,0,9
492,0,1,0,55.0,30.5,0,1,3
493,0,1,0,71.0,49.5042,0,0,9
494,0,3,0,21.0,8.05,0,0,9
495,0,3,0,29.69911764705882,14.4583,0,0,9
496,1,1,1,54.0,78.2667,1,1,4
497,0,3,0,29.69911764705882,15.1,0,0,9
498,0,1,1,25.0,151.55,3,1,3
499,0,3,0,24.0,7.7958,0,0,9
500,0,3,0,17.0,8.6625,0,0,9
501,0,3,1,21.0,7.75,0,0,9
502,0,3,1,29.69911764705882,7.6292,0,0,9
503,0,3,1,37.0,9.5875,0,0,9
504,1,1,1,16.0,86.5,0,1,2
505,0,1,0,18.0,108.9,1,1,3
506,1,2,1,33.0,26.0,2,0,9
507,1,1,0,29.69911764705882,26.55,0,0,9
508,0,3,0,28.0,22.525,0,0,9
509,1,3,0,26.0,56.4958,0,0,9
510,1,3,0,29.0,7.75,0,0,9
511,0,3,0,29.69911764705882,8.05,0,0,9
512,1,1,0,36.0,26.2875,0,1,5
513,1,1,1,54.0,59.4,1,0,9
514,0,3,0,24.0,7.4958,0,0,9
515,0,1,0,47.0,34.0208,0,1,4
516,1,2,1,34.0,10.5,0,1,6
517,0,3,0,29.69911764705882,24.15,0,0,9
518,1,2,1,36.0,26.0,1,0,9
519,0,3,0,32.0,7.8958,0,0,9
520,1,1,1,30.0,93.5,0,1,2
521,0,3,0,22.0,7.8958,0,0,9
522,0,3,0,29.69911764705882,7.225,0,0,9
523,1,1,1,44.0,57.9792,1,1,2
524,0,3,0,29.69911764705882,7.2292,0,0,9
525,0,3,0,40.5,7.75,0,0,9
526,1,2,1,50.0,10.5,0,0,9
527,0,1,0,29.69911764705882,221.7792,0,1,3
528,0,3,0,39.0,7.925,0,0,9
529,0,2,0,23.0,11.5,3,0,9
530,1,2,1,2.0,26.0,2,0,9
531,0,3,0,29.69911764705882,7.2292,0,0,9
532,0,3,0,17.0,7.2292,2,0,9
533,1,3,1,29.69911764705882,22.3583,2,0,9
534,0,3,1,30.0,8.6625,0,0,9
535,1,2,1,7.0,26.25,2,0,9
536,0,1,0,45.0,26.55,0,1,2
537,1,1,1,30.0,106.425,0,0,9
538,0,3,0,29.69911764705882,14.5,0,0,9
539,1,1,1,22.0,49.5,2,1,2
540,1,1,1,36.0,71.0,2,1,2
541,0,3,1,9.0,31.275,6,0,9
542,0,3,1,11.0,31.275,6,0,9
543,1,2,0,32.0,26.0,1,0,9
544,0,1,0,50.0,106.425,1,1,3
545,0,1,0,64.0,26.0,0,0,9
546,1,2,1,19.0,26.0,1,0,9
547,1,2,0,29.69911764705882,13.8625,0,0,9
548,0,3,0,33.0,20.525,2,0,9
549,1,2,0,8.0,36.75,2,0,9
550,1,1,0,17.0,110.8833,2,1,3
551,0,2,0,27.0,26.0,0,0,9
552,0,3,0,29.69911764705882,7.8292,0,0,9
553,1,3,0,22.0,7.225,0,0,9
554,1,3,1,22.0,7.775,0,0,9
555,0,1,0,62.0,26.55,0,0,9
556,1,1,1,48.0,39.6,1,1,1
557,0,1,0,29.69911764705882,227.525,0,0,9
558,1,1,1,39.0,79.65,2,1,5
559,1,3,1,36.0,17.4,1,0,9
560,0,3,0,29.69911764705882,7.75,0,0,9
561,0,3,0,40.0,7.8958,0,0,9
562,0,2,0,28.0,13.5,0,0,9
563,0,3,0,29.69911764705882,8.05,0,0,9
564,0,3,1,29.69911764705882,8.05,0,0,9
565,0,3,0,24.0,24.15,2,0,9
566,0,3,0,19.0,7.8958,0,0,9
567,0,3,1,29.0,21.075,4,0,9
568,0,3,0,29.69911764705882,7.2292,0,0,9
569,1,3,0,32.0,7.8542,0,0,9
570,1,2,0,62.0,10.5,0,0,9
571,1,1,1,53.0,51.4792,2,1,3
572,1,1,0,36.0,26.3875,0,1,5
573,1,3,1,29.69911764705882,7.75,0,0,9
574,0,3,0,16.0,8.05,0,0,9
575,0,3,0,19.0,14.5,0,0,9
576,1,2,1,34.0,13.0,0,0,9
577,1,1,1,39.0,55.9,1,1,5
578,0,3,1,29.69911764705882,14.4583,1,0,9
579,1,3,0,32.0,7.925,0,0,9
580,1,2,1,25.0,30.0,2,0,9
581,1,1,1,39.0,110.8833,2,1,3
582,0,2,0,54.0,26.0,0,0,9
583,0,1,0,36.0,40.125,0,1,1
584,0,3,0,29.69911764705882,8.7125,0,0,9
585,1,1,1,18.0,79.65,2,1,5
586,0,2,0,47.0,15.0,0,0,9
587,1,1,0,60.0,79.2,2,1,2
588,0,3,0,22.0,8.05,0,0,9
589,0,3,0,29.69911764705882,8.05,0,0,9
590,0,3,0,35.0,7.125,0,0,9
591,1,1,1,52.0,78.2667,1,1,4
592,0,3,0,47.0,7.25,0,0,9
593,0,3,1,29.69911764705882,7.75,2,0,9
594,0,2,0,37.0,26.0,1,0,9
595,0,3,0,36.0,24.15,2,0,9
596,1,2,1,29.69911764705882,33.0,0,0,9
597,0,3,0,49.0,0.0,0,0,9
598,0,3,0,29.69911764705882,7.225,0,0,9
599,1,1,0,49.0,56.9292,1,1,1
600,1,2,1,24.0,27.0,3,0,9
601,0,3,0,29.69911764705882,7.8958,0,0,9
602,0,1,0,29.69911764705882,42.4,0,0,9
603,0,3,0,44.0,8.05,0,0,9
604,1,1,0,35.0,26.55,0,0,9
605,0,3,0,36.0,15.55,1,0,9
606,0,3,0,30.0,7.8958,0,0,9
607,1,1,0,27.0,30.5,0,0,9
608,1,2,1,22.0,41.5792,3,0,9
609,1,1,1,40.0,153.4625,0,1,3
610,0,3,1,39.0,31.275,6,0,9
611,0,3,0,29.69911764705882,7.05,0,0,9
612,1,3,1,29.69911764705882,15.5,1,0,9
613,0,3,0,29.69911764705882,7.75,0,0,9
614,0,3,0,35.0,8.05,0,0,9
615,1,2,1,24.0,65.0,3,0,9
616,0,3,0,34.0,14.4,2,0,9
617,0,3,1,26.0,16.1,1,0,9
618,1,2,1,4.0,39.0,3,1,6
619,0,2,0,26.0,10.5,0,0,9
620,0,3,0,27.0,14.4542,1,0,9
621,1,1,0,42.0,52.5542,1,1,4
622,1,3,0,20.0,15.7417,2,0,9
623,0,3,0,21.0,7.8542,0,0,9
624,0,3,0,21.0,16.1,0,0,9
625,0,1,0,61.0,32.3208,0,1,4
626,0,2,0,57.0,12.35,0,0,9
627,1,1,1,21.0,77.9583,0,1,4
628,0,3,0,26.0,7.8958,0,0,9
629,0,3,0,29.69911764705882,7.7333,0,0,9
630,1,1,0,80.0,30.0,0,1,1
631,0,3,0,51.0,7.0542,0,0,9
632,1,1,0,32.0,30.5,0,1,2
633,0,1,0,29.69911764705882,0.0,0,0,9
634,0,3,1,9.0,27.9,5,0,9
635,1,2,1,28.0,13.0,0,0,9
636,0,3,0,32.0,7.925,0,0,9
637,0,2,0,31.0,26.25,2,0,9
638,0,3,1,41.0,39.6875,5,0,9
639,0,3,0,29.69911764705882,16.1,1,0,9
640,0,3,0,20.0,7.8542,0,0,9
641,1,1,1,24.0,69.3,0,1,2
642,0,3,1,2.0,27.9,5,0,9
643,1,3,0,29.69911764705882,56.4958,0,0,9
644,1,3,1,0.75,19.2583,3,0,9
645,1,1,0,48.0,76.7292,1,1,4
646,0,3,0,19.0,7.8958,0,0,9
647,1,1,0,56.0,35.5,0,1,1
648,0,3,0,29.69911764705882,7.55,0,0,9
649,1,3,1,23.0,7.55,0,0,9
650,0,3,0,29.69911764705882,7.8958,0,0,9
651,1,2,1,18.0,23.0,1,0,9
652,0,3,0,21.0,8.4333,0,0,9
653,1,3,1,29.69911764705882,7.8292,0,0,9
654,0,3,1,18.0,6.75,0,0,9
655,0,2,0,24.0,73.5,2,0,9
656,0,3,0,29.69911764705882,7.8958,0,0,9
657,0,3,1,32.0,15.5,2,0,9
658,0,2,0,23.0,13.0,0,0,9
659,0,1,0,58.0,113.275,2,1,4
660,1,1,0,50.0,133.65,2,0,9
661,0,3,0,40.0,7.225,0,0,9
662,0,1,0,47.0,25.5875,0,1,5
663,0,3,0,36.0,7.4958,0,0,9
664,1,3,0,20.0,7.925,1,0,9
665,0,2,0,32.0,73.5,2,0,9
666,0,2,0,25.0,13.0,0,0,9
667,0,3,0,29.69911764705882,7.775,0,0,9
668,0,3,0,43.0,8.05,0,0,9
669,1,1,1,29.69911764705882,52.0,1,1,3
670,1,2,1,40.0,39.0,2,0,9
671,0,1,0,31.0,52.0,1,1,2
672,0,2,0,70.0,10.5,0,0,9
673,1,2,0,31.0,13.0,0,0,9
674,0,2,0,29.69911764705882,0.0,0,0,9
675,0,3,0,18.0,7.775,0,0,9
676,0,3,0,24.5,8.05,0,0,9
677,1,3,1,18.0,9.8417,0,0,9
678,0,3,1,43.0,46.9,7,0,9
679,1,1,0,36.0,512.3292,1,1,2
680,0,3,1,29.69911764705882,8.1375,0,0,9
681,1,1,0,27.0,76.7292,0,1,4
682,0,3,0,20.0,9.225,0,0,9
683,0,3,0,14.0,46.9,7,0,9
684,0,2,0,60.0,39.0,2,0,9
685,0,2,0,25.0,41.5792,3,0,9
686,0,3,0,14.0,39.6875,5,0,9
687,0,3,0,19.0,10.1708,0,0,9
688,0,3,0,18.0,7.7958,0,0,9
689,1,1,1,15.0,211.3375,1,1,2
690,1,1,0,31.0,57.0,1,1,2
691,1,3,1,4.0,13.4167,1,0,9
692,1,3,0,29.69911764705882,56.4958,0,0,9
693,0,3,0,25.0,7.225,0,0,9
694,0,1,0,60.0,26.55,0,0,9
695,0,2,0,52.0,13.5,0,0,9
696,0,3,0,44.0,8.05,0,0,9
697,1,3,1,29.69911764705882,7.7333,0,0,9
698,0,1,0,49.0,110.8833,2,1,3
699,0,3,0,42.0,7.65,0,1,6
700,1,1,1,18.0,227.525,1,1,3
701,1,1,0,35.0,26.2875,0,1,5
702,0,3,1,18.0,14.4542,1,0,9
703,0,3,0,25.0,7.7417,0,0,9
704,0,3,0,26.0,7.8542,1,0,9
705,0,2,0,39.0,26.0,0,0,9
706,1,2,1,45.0,13.5,0,0,9
707,1,1,0,42.0,26.2875,0,1,5
708,1,1,1,22.0,151.55,0,0,9
709,1,3,0,29.69911764705882,15.2458,2,0,9
710,1,1,1,24.0,49.5042,0,1,3
711,0,1,0,29.69911764705882,26.55,0,1,3
712,1,1,0,48.0,52.0,1,1,3
713,0,3,0,29.0,9.4833,0,0,9
714,0,2,0,52.0,13.0,0,0,9
715,0,3,0,19.0,7.65,0,1,6
716,1,1,1,38.0,227.525,0,1,3
717,1,2,1,27.0,10.5,0,1,5
718,0,3,0,29.69911764705882,15.5,0,0,9
719,0,3,0,33.0,7.775,0,0,9
720,1,2,1,6.0,33.0,1,0,9
721,0,3,0,17.0,7.0542,1,0,9
722,0,2,0,34.0,13.0,0,0,9
723,0,2,0,50.0,13.0,0,0,9
724,1,1,0,27.0,53.1,1,1,5
725,0,3,0,20.0,8.6625,0,0,9
726,1,2,1,30.0,21.0,3,0,9
727,1,3,1,29.69911764705882,7.7375,0,0,9
728,0,2,0,25.0,26.0,1,0,9
729,0,3,1,25.0,7.925,1,0,9
730,1,1,1,29.0,211.3375,0,1,2
731,0,3,0,11.0,18.7875,0,0,9
732,0,2,0,29.69911764705882,0.0,0,0,9
733,0,2,0,23.0,13.0,0,0,9
734,0,2,0,23.0,13.0,0,0,9
735,0,3,0,28.5,16.1,0,0,9
736,0,3,1,48.0,34.375,4,0,9
737,1,1,0,35.0,512.3292,0,1,2
738,0,3,0,29.69911764705882,7.8958,0,0,9
739,0,3,0,29.69911764705882,7.8958,0,0,9
740,1,1,0,29.69911764705882,30.0,0,1,4
741,0,1,0,36.0,78.85,1,1,3
742,1,1,1,21.0,262.375,4,1,2
743,0,3,0,24.0,16.1,1,0,9
744,1,3,0,31.0,7.925,0,0,9
745,0,1,0,70.0,71.0,2,1,2
746,0,3,0,16.0,20.25,2,0,9
747,1,2,1,30.0,13.0,0,0,9
748,0,1,0,19.0,53.1,1,1,4
749,0,3,0,31.0,7.75,0,0,9
750,1,2,1,4.0,23.0,2,0,9
751,1,3,0,6.0,12.475,1,1,5
752,0,3,0,33.0,9.5,0,0,9
753,0,3,0,23.0,7.8958,0,0,9
754,1,2,1,48.0,65.0,3,0,9
755,1,2,0,0.67,14.5,2,0,9
756,0,3,0,28.0,7.7958,0,0,9
757,0,2,0,18.0,11.5,0,0,9
758,0,3,0,34.0,8.05,0,0,9
759,1,1,1,33.0,86.5,0,1,2
760,0,3,0,29.69911764705882,14.5,0,0,9
761,0,3,0,41.0,7.125,0,0,9
762,1,3,0,20.0,7.2292,0,0,9
763,1,1,1,36.0,120.0,3,1,2
764,0,3,0,16.0,7.775,0,0,9
765,1,1,1,51.0,77.9583,1,1,4
766,0,1,0,29.69911764705882,39.6,0,0,9
767,0,3,1,30.5,7.75,0,0,9
768,0,3,0,29.69911764705882,24.15,1,0,9
769,0,3,0,32.0,8.3625,0,0,9
770,0,3,0,24.0,9.5,0,0,9
771,0,3,0,48.0,7.8542,0,0,9
772,0,2,1,57.0,10.5,0,1,5
773,0,3,0,29.69911764705882,7.225,0,0,9
774,1,2,1,54.0,23.0,4,0,9
775,0,3,0,18.0,7.75,0,0,9
776,0,3,0,29.69911764705882,7.75,0,1,6
777,1,3,1,5.0,12.475,0,0,9
778,0,3,0,29.69911764705882,7.7375,0,0,9
779,1,1,1,43.0,211.3375,1,1,2
780,1,3,1,13.0,7.2292,0,0,9
781,1,1,1,17.0,57.0,1,1,2
782,0,1,0,29.0,30.0,0,1,4
783,0,3,0,29.69911764705882,23.45,3,0,9
784,0,3,0,25.0,7.05,0,0,9
785,0,3,0,25.0,7.25,0,0,9
786,1,3,1,18.0,7.4958,0,0,9
787,0,3,0,8.0,29.125,5,0,9
788,1,3,0,1.0,20.575,3,0,9
789,0,1,0,46.0,79.2,0,1,2
790,0,3,0,29.69911764705882,7.75,0,0,9
791,0,2,0,16.0,26.0,0,0,9
792,0,3,1,29.69911764705882,69.55,10,0,9
793,0,1,0,29.69911764705882,30.6958,0,0,9
794,0,3,0,25.0,7.8958,0,0,9
795,0,2,0,39.0,13.0,0,0,9
796,1,1,1,49.0,25.9292,0,1,4
797,1,3,1,31.0,8.6833,0,0,9
798,0,3,0,30.0,7.2292,0,0,9
799,0,3,1,30.0,24.15,2,0,9
800,0,2,0,34.0,13.0,0,0,9
801,1,2,1,31.0,26.25,2,0,9
802,1,1,0,11.0,120.0,3,1,2
803,1,3,0,0.42,8.5167,1,0,9
804,1,3,0,27.0,6.975,0,0,9
805,0,3,0,31.0,7.775,0,0,9
806,0,1,0,39.0,0.0,0,1,1
807,0,3,1,18.0,7.775,0,0,9
808,0,2,0,39.0,13.0,0,0,9
809,1,1,1,33.0,53.1,1,1,5
810,0,3,0,26.0,7.8875,0,0,9
811,0,3,0,39.0,24.15,0,0,9
812,0,2,0,35.0,10.5,0,0,9
813,0,3,1,6.0,31.275,6,0,9
814,0,3,0,30.5,8.05,0,0,9
815,0,1,0,29.69911764705882,0.0,0,1,2
816,0,3,1,23.0,7.925,0,0,9
817,0,2,0,31.0,37.0042,2,0,9
818,0,3,0,43.0,6.45,0,0,9
819,0,3,0,10.0,27.9,5,0,9
820,1,1,1,52.0,93.5,2,1,2
821,1,3,0,27.0,8.6625,0,0,9
822,0,1,0,38.0,0.0,0,0,9
823,1,3,1,27.0,12.475,1,1,5
824,0,3,0,2.0,39.6875,5,0,9
825,0,3,0,29.69911764705882,6.95,0,0,9
826,0,3,0,29.69911764705882,56.4958,0,0,9
827,1,2,0,1.0,37.0042,2,0,9
828,1,3,0,29.69911764705882,7.75,0,0,9
829,1,1,1,62.0,80.0,0,1,2
830,1,3,1,15.0,14.4542,1,0,9
831,1,2,0,0.83,18.75,2,0,9
832,0,3,0,29.69911764705882,7.2292,0,0,9
833,0,3,0,23.0,7.8542,0,0,9
834,0,3,0,18.0,8.3,0,0,9
835,1,1,1,39.0,83.1583,2,1,5
836,0,3,0,21.0,8.6625,0,0,9
837,0,3,0,29.69911764705882,8.05,0,0,9
838,1,3,0,32.0,56.4958,0,0,9
839,1,1,0,29.69911764705882,29.7,0,1,3
840,0,3,0,20.0,7.925,0,0,9
841,0,2,0,16.0,10.5,0,0,9
842,1,1,1,30.0,31.0,0,0,9
843,0,3,0,34.5,6.4375,0,0,9
844,0,3,0,17.0,8.6625,0,0,9
845,0,3,0,42.0,7.55,0,0,9
846,0,3,0,29.69911764705882,69.55,10,0,9
847,0,3,0,35.0,7.8958,0,0,9
848,0,2,0,28.0,33.0,1,0,9
849,1,1,1,29.69911764705882,89.1042,1,1,3
850,0,3,0,4.0,31.275,6,0,9
851,0,3,0,74.0,7.775,0,0,9
852,0,3,1,9.0,15.2458,2,0,9
853,1,1,1,16.0,39.4,1,1,4
854,0,2,1,44.0,26.0,1,0,9
855,1,3,1,18.0,9.35,1,0,9
856,1,1,1,45.0,164.8667,2,0,9
857,1,1,0,51.0,26.55,0,1,5
858,1,3,1,24.0,19.2583,3,0,9
859,0,3,0,29.69911764705882,7.2292,0,0,9
860,0,3,0,41.0,14.1083,2,0,9
861,0,2,0,21.0,11.5,1,0,9
862,1,1,1,48.0,25.9292,0,1,4
863,0,3,1,29.69911764705882,69.55,10,0,9
864,0,2,0,24.0,13.0,0,0,9
865,1,2,1,42.0,13.0,0,0,9
866,1,2,1,27.0,13.8583,1,0,9
867,0,1,0,31.0,50.4958,0,1,1
868,0,3,0,29.69911764705882,9.5,0,0,9
869,1,3,0,4.0,11.1333,2,0,9
870,0,3,0,26.0,7.8958,0,0,9
871,1,1,1,47.0,52.5542,2,1,4
872,0,1,0,33.0,5.0,0,1,2
873,0,3,0,47.0,9.0,0,0,9
874,1,2,1,28.0,24.0,1,0,9
875,1,3,1,15.0,7.225,0,0,9
876,0,3,0,20.0,9.8458,0,0,9
877,0,3,0,19.0,7.8958,0,0,9
878,0,3,0,29.69911764705882,7.8958,0,0,9
879,1,1,1,56.0,83.1583,1,1,3
880,1,2,1,25.0,26.0,1,0,9
881,0,3,0,33.0,7.8958,0,0,9
882,0,3,1,22.0,10.5167,0,0,9
883,0,2,0,28.0,10.5,0,0,9
884,0,3,0,25.0,7.05,0,0,9
885,0,3,1,39.0,29.125,5,0,9
886,0,2,0,27.0,13.0,0,0,9
887,1,1,1,19.0,30.0,0,1,2
888,0,3,1,29.69911764705882,23.45,3,0,9
889,1,1,0,26.0,30.0,0,1,3
890,0,3,0,32.0,7.75,0,0,9
